FIPS,life_expectancy,mortality_risk_0-5,mortality_risk_5-25,mortality_risk_25-45,mortality_risk_45-65,mortality_risk_65-85
48311,78.72,0.67,0.97,2.89,11.94,47.79
48325,78.7,0.63,0.97,2.82,12.07,49.02
48327,77.87,0.73,0.94,2.98,13.22,50.81
48329,78.36,0.66,1.0,2.91,12.18,50.23
48331,76.82,0.79,1.18,3.4,14.33,53.67
48333,78.52,0.73,1.03,2.94,11.84,49.16
48335,75.66,0.81,1.12,3.54,15.71,58.88
48337,74.94,0.83,1.25,4.13,16.53,59.97
48339,78.74,0.57,0.96,2.49,11.34,51.57
48341,77.65,0.7,1.1,3.04,12.57,53.46
48343,75.33,0.95,1.35,4.24,16.32,56.36
48345,77.87,0.71,0.98,3.08,12.75,50.59
48347,76.15,0.78,0.85,3.62,15.81,56.46
48349,75.97,0.77,1.15,3.77,16.04,55.36
48351,74.8,0.96,1.46,4.48,17.1,57.36
48353,75.45,0.84,1.15,3.76,16.44,58.49
48355,78.08,0.6,0.84,3.06,13.18,50.75
48357,76.34,0.79,1.11,3.45,14.49,56.87
48359,77.5,0.75,0.98,3.12,13.03,53.02
48361,74.44,0.83,1.37,4.25,17.27,61.63
48363,75.51,0.85,1.16,3.93,16.46,57.21
48365,75.64,0.95,1.26,3.91,15.72,56.71
48367,77.8,0.62,0.97,2.69,12.33,55.11
48369,78.82,0.66,0.92,2.75,11.08,50.38
48371,78.24,0.73,0.95,3.14,12.14,50.24
48373,72.75,1.15,1.78,6.19,19.35,60.23
48375,73.91,1.05,1.22,4.32,18.51,62.19
48377,83.72,0.41,0.6,1.76,7.37,33.3
48379,76.72,0.83,1.15,3.55,14.06,54.06
48381,79.01,0.63,0.79,2.48,11.07,50.49
48383,76.68,0.75,1.07,3.22,13.61,57.26
48385,76.74,0.83,1.21,3.36,14.72,53.76
48387,74.72,0.98,1.4,4.27,17.17,58.52
48389,77.33,0.79,1.06,3.56,14.03,51.14
48391,76.7,0.73,1.13,3.36,14.66,54.39
48393,76.14,0.88,1.13,3.61,15.39,55.51
48395,75.87,0.79,1.2,3.8,16.1,55.63
48397,79.76,0.5,0.75,2.11,9.92,50.16
48399,76.99,0.8,1.06,3.18,14.03,53.92
48401,76.03,0.79,1.37,3.74,15.46,55.43
48403,75.08,1.17,1.49,4.49,16.27,55.74
48405,74.69,1.16,1.61,4.9,17.16,55.26
48407,76.01,0.9,1.32,4.14,15.61,53.31
48409,76.71,0.67,0.96,3.14,14.56,56.29
48411,78.47,0.68,1.01,3.05,12.1,48.85
48413,78.15,0.71,0.93,2.9,12.38,51.0
48415,76.99,0.73,1.02,3.24,14.12,54.41
48417,77.22,0.77,0.98,3.22,13.59,53.55
48419,74.05,1.05,1.65,4.68,18.09,58.99
48421,77.61,0.75,1.05,3.12,12.93,52.32
48423,77.77,0.73,1.02,3.14,13.05,51.58
48425,77.63,0.69,0.98,2.99,13.11,53.51
48427,79.11,0.57,0.9,2.76,11.59,48.09
48429,76.55,0.83,1.15,3.28,14.81,54.7
48431,77.49,0.78,1.07,3.19,13.06,53.27
48433,77.46,0.73,0.95,3.05,13.58,53.2
48435,77.57,0.7,1.02,3.12,12.66,54.26
48437,77.92,0.72,0.99,3.04,13.15,51.46
48439,78.68,0.64,0.78,2.42,11.76,51.49
48441,76.78,0.74,0.84,3.3,14.82,55.12
48443,77.47,0.77,1.09,3.28,13.2,52.68
48445,77.02,0.67,0.99,3.2,14.19,55.03
48447,77.91,0.77,1.06,3.05,12.7,51.14
48449,77.16,0.7,1.15,3.34,13.83,53.24
48451,77.5,0.65,0.86,3.03,13.86,53.07
48453,80.89,0.46,0.55,2.11,9.53,44.43
48455,74.4,1.1,1.4,4.61,18.35,56.63
48457,75.51,0.98,1.4,4.22,15.96,55.57
48459,75.24,0.88,1.45,4.07,15.57,59.15
48461,76.37,0.75,1.09,3.32,14.25,57.87
48463,78.43,0.64,0.97,3.05,12.45,49.06
48465,79.53,0.53,0.78,2.59,11.13,47.42
48467,76.08,0.78,1.3,3.86,14.81,56.39
48469,78.05,0.62,0.96,2.93,12.81,51.37
48471,77.26,0.72,0.71,3.09,14.3,54.04
48473,77.95,0.66,0.79,3.25,13.19,50.76
48475,76.16,0.79,1.21,3.63,15.33,55.64
48477,78.59,0.65,0.92,3.05,12.57,48.35
48479,79.69,0.57,0.81,2.45,10.94,46.68
48481,77.55,0.65,1.06,3.14,13.57,52.06
48483,75.33,0.96,1.26,3.95,15.45,59.21
48485,75.66,0.86,0.89,3.48,16.44,58.61
48487,75.57,0.86,1.18,3.77,16.0,57.67
48489,79.62,0.6,0.83,2.62,11.21,45.87
48491,81.73,0.38,0.63,1.58,8.3,43.37
48493,78.7,0.58,0.92,2.68,11.37,51.14
48495,74.58,0.93,1.4,4.3,17.63,59.21
48497,76.71,0.67,1.13,3.15,14.39,56.8
48499,76.6,0.79,1.2,3.65,14.24,54.86
48501,77.61,0.71,1.01,3.07,13.11,52.76
48503,75.52,0.82,1.28,3.77,16.3,57.92
48505,79.21,0.69,1.01,3.04,12.19,44.32
48507,77.86,0.72,0.99,3.35,13.38,49.29
49001,76.89,0.76,1.08,3.35,14.24,54.41
49003,79.5,0.59,0.97,2.46,10.04,48.84
49005,81.97,0.46,0.47,1.76,7.54,42.97
49007,76.52,0.74,1.14,3.75,13.91,56.02
49009,81.27,0.56,0.75,2.25,9.44,40.29
49011,80.74,0.47,0.65,1.99,8.43,47.38
49013,77.58,0.72,1.11,3.39,13.1,51.53
49015,77.99,0.71,1.06,3.06,12.34,51.61
49017,79.3,0.64,0.91,2.79,11.21,47.11
49019,78.21,0.74,1.05,3.13,12.39,49.69
49021,79.15,0.64,0.77,2.7,11.04,49.21
49023,77.79,0.68,0.97,3.08,12.68,52.56
49025,79.08,0.73,1.01,2.9,11.09,47.68
49027,79.28,0.66,0.89,2.7,10.44,48.57
49029,81.47,0.42,0.6,1.91,8.37,43.42
49031,78.37,0.67,0.95,2.89,12.15,50.46
49033,81.1,0.52,0.71,2.13,9.25,42.95
49035,79.4,0.55,0.76,2.6,10.57,49.11
49037,79.02,0.79,1.25,3.38,11.08,44.81
49039,79.16,0.6,0.79,2.76,11.06,49.04
49041,77.95,0.73,1.0,2.92,12.08,53.04
49043,82.39,0.43,0.66,1.83,6.85,40.94
49045,78.21,0.54,0.99,2.86,11.93,52.44
49047,77.99,0.72,1.26,3.67,12.27,48.88
49049,80.75,0.5,0.52,2.07,8.61,47.11
49051,80.61,0.52,0.72,2.24,9.21,45.24
49053,81.36,0.55,0.79,2.54,9.31,39.3
49055,79.47,0.65,0.92,2.62,11.16,46.44
49057,78.8,0.62,0.76,2.72,11.38,50.82
50001,80.8,0.41,0.56,1.95,9.24,46.13
50003,79.49,0.5,0.66,2.26,10.51,50.27
50005,79.9,0.45,0.65,2.17,10.38,48.47
50007,81.39,0.38,0.42,1.68,8.72,44.9
50009,79.7,0.49,0.71,2.32,11.18,47.08
50011,79.22,0.45,0.73,2.08,11.03,51.69
50013,80.02,0.4,0.63,2.2,9.78,49.35
50015,80.17,0.42,0.62,1.97,9.99,48.43
50017,80.36,0.41,0.63,2.08,9.58,47.71
50019,79.35,0.45,0.76,2.44,10.93,49.29
50021,79.11,0.5,0.71,2.41,11.21,50.82
50023,80.37,0.48,0.58,1.96,9.53,47.86
50025,79.84,0.49,0.75,2.22,10.38,48.1
50027,80.39,0.47,0.67,2.06,9.77,46.86
51001,75.99,0.82,1.16,3.64,15.44,56.79
51003,81.18,0.46,0.44,1.87,9.3,43.92
51510,81.7,0.54,0.53,1.9,9.09,40.76
51005,76.35,0.7,0.94,3.13,14.81,58.64
51007,77.27,0.72,1.03,3.0,14.0,53.24
51009,77.77,0.63,0.83,2.9,13.82,52.63
51011,77.5,0.7,0.94,3.05,12.83,54.49
51013,82.76,0.41,0.4,1.52,7.54,39.51
51015,78.66,0.53,0.76,2.44,12.3,51.18
51017,77.3,0.62,0.9,2.97,13.18,55.85
51019,79.27,0.56,0.88,2.51,10.8,49.6
51021,75.79,0.79,1.1,3.6,14.77,60.21
51023,79.69,0.5,0.76,2.25,10.4,49.18
51520,74.18,0.91,1.11,4.14,18.15,62.68
51025,76.04,0.91,1.1,3.7,15.36,56.33
51027,73.68,0.92,1.37,4.6,18.64,63.12
51029,77.6,0.72,1.03,3.09,13.06,52.47
51530,79.28,0.5,0.73,2.52,11.41,49.06
51031,78.83,0.64,0.81,2.59,12.04,49.89
51033,77.53,0.71,0.96,3.06,13.76,52.28
51035,77.27,0.65,1.0,3.1,13.8,54.55
51036,77.53,0.76,1.02,3.21,13.52,51.49
51037,76.28,0.83,1.17,3.59,15.37,54.93
51540,81.18,0.46,0.44,1.87,9.3,43.92
51550,78.48,0.65,0.73,2.24,11.64,53.68
51041,79.94,0.52,0.68,1.91,9.5,50.11
51043,79.17,0.49,0.74,2.34,10.87,51.08
51570,78.19,0.58,0.77,2.66,12.32,53.87
51580,75.44,0.76,1.03,3.55,16.96,59.07
51045,78.24,0.57,0.84,2.68,12.54,52.84
51047,78.41,0.56,0.8,2.53,12.12,52.65
51049,78.39,0.68,0.92,3.13,12.89,48.5
51590,75.94,0.87,1.06,3.7,15.59,56.67
51051,73.9,0.97,1.31,4.47,18.13,62.11
51053,76.93,0.78,1.03,3.41,14.22,53.98
51595,74.37,1.03,1.24,4.19,18.59,59.41
51057,76.75,0.85,1.1,3.32,14.26,54.39
51600,83.73,0.37,0.43,1.14,5.94,37.99
51059,83.73,0.37,0.43,1.14,5.94,37.99
51610,81.81,0.51,0.6,1.98,8.74,40.43
51061,79.36,0.45,0.74,2.21,10.73,51.09
51063,78.67,0.63,0.9,2.93,11.84,49.63
51065,80.79,0.49,0.69,2.1,9.48,44.55
51620,76.21,0.85,1.02,3.42,15.17,56.87
51067,78.59,0.64,0.86,3.0,11.68,50.6
51069,79.4,0.49,0.73,2.24,10.67,50.54
51630,79.17,0.61,0.69,2.22,11.31,50.4
51640,74.92,0.77,1.05,3.65,17.89,60.96
51071,75.91,0.74,1.03,3.55,15.6,58.07
51073,77.86,0.64,0.89,2.74,12.79,53.62
51075,80.17,0.52,0.76,2.27,9.69,47.17
51077,76.91,0.71,1.0,3.3,13.99,55.56
51079,79.1,0.51,0.75,2.32,10.97,51.57
51081,74.37,1.03,1.24,4.19,18.59,59.41
51083,75.66,0.83,1.24,4.04,15.9,56.19
51650,76.9,0.85,0.73,2.84,14.67,55.85
51085,79.88,0.47,0.68,1.99,9.87,49.68
51660,80.62,0.48,0.47,1.97,9.96,45.94
51087,79.44,0.59,0.7,2.15,10.71,49.85
51089,75.69,0.88,1.26,4.2,15.79,55.81
51091,79.75,0.54,0.77,2.45,11.1,46.32
51670,73.95,0.95,1.16,4.18,18.57,62.73
51093,78.03,0.64,0.86,2.78,12.21,53.77
51095,81.68,0.54,0.54,2.03,9.08,40.54
51099,78.81,0.56,0.8,2.51,11.48,51.47
51101,77.48,0.64,0.9,2.84,13.14,55.64
51097,77.7,0.68,0.95,3.12,13.95,51.62
51103,78.17,0.77,1.04,3.22,12.84,48.94
51105,74.54,0.87,1.22,4.28,17.71,60.32
51678,80.26,0.36,0.46,1.91,10.79,47.41
51107,83.19,0.31,0.43,1.11,6.54,40.31
51109,78.37,0.59,0.91,2.85,12.21,51.29
51111,77.06,0.81,1.06,3.36,14.13,52.99
51680,76.92,0.75,0.69,3.14,14.81,55.16
51113,78.93,0.55,0.78,2.6,11.5,50.43
51683,80.99,0.43,0.54,1.51,8.48,47.75
51685,80.99,0.43,0.54,1.51,8.48,47.75
51690,73.26,1.15,1.51,4.98,19.57,61.32
51115,79.19,0.62,0.86,2.61,10.8,48.99
51117,76.13,0.88,1.14,3.75,15.39,55.11
51119,78.0,0.72,0.99,3.18,12.81,50.1
51121,79.38,0.46,0.4,2.24,11.25,50.81
51125,78.06,0.63,0.85,2.88,12.75,52.9
51127,78.87,0.55,0.8,2.48,10.85,52.36
51700,78.26,0.77,0.71,2.56,12.53,51.93
51710,75.53,1.07,0.66,3.78,17.49,55.78
51131,75.91,0.85,1.09,3.77,15.67,56.44
51133,79.6,0.65,0.88,2.65,11.04,45.72
51720,76.34,0.8,0.99,3.51,15.02,55.56
51135,75.57,0.9,1.11,3.82,15.77,57.95
51137,78.79,0.59,0.85,2.67,12.12,49.67
51139,77.63,0.56,0.84,2.82,13.15,54.91
51141,76.93,0.84,1.13,3.5,13.91,53.5
51730,72.16,1.3,1.43,5.46,21.95,62.56
51143,75.94,0.87,1.06,3.7,15.59,56.67
51735,79.73,0.46,0.65,2.1,9.46,51.33
51740,74.78,1.1,1.03,4.34,17.79,57.42
51145,80.08,0.45,0.66,2.12,9.65,48.72
51147,76.98,0.81,0.79,3.39,14.86,53.33
51149,79.41,0.58,0.7,2.27,10.96,49.38
51153,80.99,0.43,0.54,1.51,8.48,47.75
51155,75.56,0.76,1.1,3.83,15.47,59.52
51750,77.85,0.44,0.48,2.51,13.21,56.96
51157,79.6,0.49,0.76,2.37,10.73,48.78
51760,74.98,1.15,1.05,4.67,18.26,53.47
51159,76.81,0.84,1.13,3.38,14.37,53.85
51770,74.99,0.89,0.97,4.06,18.31,57.06
51161,79.65,0.47,0.69,2.15,10.32,50.03
51163,79.28,0.5,0.73,2.52,11.41,49.06
51165,80.62,0.48,0.47,1.97,9.96,45.94
51167,74.71,0.89,1.18,4.1,16.84,60.9
51775,77.32,0.57,0.74,2.85,14.16,55.69
51169,75.44,0.83,1.14,3.82,15.5,59.83
51171,79.07,0.51,0.75,2.33,11.75,50.4
51173,75.29,0.75,1.01,3.49,16.62,60.91
51175,76.21,0.85,1.02,3.42,15.17,56.87
51177,79.17,0.61,0.69,2.22,11.31,50.4
51179,80.1,0.47,0.6,1.77,9.22,50.6
51790,78.66,0.53,0.76,2.44,12.3,51.18
51800,76.82,0.8,0.9,3.14,13.91,56.28
51181,78.29,0.71,0.96,3.01,13.09,48.58
51183,74.93,1.0,1.27,4.05,16.85,58.65
51185,74.31,0.87,1.28,4.34,17.61,61.53
51810,79.89,0.63,0.53,1.91,10.19,49.31
51187,77.12,0.58,0.88,2.86,13.87,56.72
51191,77.53,0.64,0.86,2.95,13.48,54.18
51820,78.66,0.53,0.76,2.44,12.3,51.18
51193,77.3,0.81,1.09,3.4,13.65,52.47
51830,81.68,0.54,0.54,2.03,9.08,40.54
51840,77.19,0.63,0.76,2.97,14.3,54.76
51195,73.8,0.92,1.13,4.41,18.53,63.79
51197,76.52,0.64,0.93,3.25,14.82,57.46
51199,78.26,0.77,0.71,2.56,12.53,51.93
53001,79.19,0.58,0.8,2.44,10.75,50.21
53003,79.19,0.62,0.86,2.68,11.18,48.02
53005,79.96,0.51,0.68,2.08,9.69,49.18
53007,80.29,0.49,0.72,2.29,9.95,45.94
53009,79.45,0.63,0.96,2.79,11.22,45.99
53011,79.72,0.47,0.7,2.11,10.41,49.52
53013,79.14,0.54,0.77,2.59,11.12,49.7
53015,77.51,0.63,0.89,2.99,13.17,54.27
53017,80.56,0.5,0.74,2.3,9.26,45.5
53019,76.96,0.92,1.34,3.71,13.49,52.74
53021,79.9,0.5,0.74,2.32,10.15,47.66
53023,80.56,0.48,0.68,2.24,9.6,44.94
53025,78.77,0.62,0.99,2.64,11.86,49.49
53027,76.61,0.66,1.01,3.43,14.85,55.4
53029,81.93,0.42,0.57,1.84,8.1,41.87
53031,81.26,0.52,0.74,2.31,8.95,41.87
53033,81.37,0.44,0.56,1.89,8.87,43.48
53035,79.66,0.55,0.66,2.12,10.23,50.0
53037,80.98,0.45,0.48,2.01,9.4,44.84
53039,79.83,0.6,0.87,2.61,10.69,45.54
53041,78.07,0.65,0.97,2.82,12.67,51.83
53043,80.03,0.56,0.83,2.54,10.56,45.06
53045,78.45,0.65,0.96,3.1,12.19,49.51
53047,78.24,0.69,1.19,3.18,11.86,50.0
53049,77.38,0.72,1.04,3.27,13.58,52.68
53051,77.56,0.73,1.06,3.33,12.85,52.33
53053,78.72,0.63,0.73,2.47,11.88,51.1
53055,83.7,0.4,0.56,1.73,6.93,34.17
53057,79.82,0.52,0.75,2.46,10.46,47.2
53059,80.08,0.52,0.78,2.43,10.3,45.89
53061,80.15,0.45,0.64,1.94,9.96,48.33
53063,78.9,0.59,0.68,2.5,11.62,50.85
53065,78.13,0.7,1.23,3.19,11.62,50.98
53067,80.16,0.49,0.69,2.07,10.06,47.47
53069,78.93,0.6,0.86,2.66,11.56,49.61
53071,79.8,0.56,0.66,2.4,10.95,46.74
53073,80.98,0.44,0.54,2.15,8.92,45.05
53075,81.4,0.44,0.4,1.85,8.76,44.23
53077,78.44,0.68,1.05,2.82,12.13,49.84
54001,76.08,0.81,0.99,3.47,14.79,58.67
54003,76.39,0.72,1.03,3.19,14.77,57.31
54005,72.93,0.87,1.39,4.88,19.47,65.96
54007,76.5,0.77,1.13,3.41,14.07,56.39
54009,77.11,0.61,0.8,2.97,13.67,56.36
54011,75.12,0.8,0.83,3.96,17.2,59.85
54013,76.48,0.81,1.07,3.39,14.73,55.48
54015,74.55,0.87,1.27,4.07,17.16,61.59
54017,76.91,0.68,0.96,3.1,14.17,55.93
54019,74.3,0.78,1.16,4.21,18.2,61.27
54021,76.73,0.81,0.95,3.65,14.36,54.29
54023,78.41,0.66,0.93,2.69,11.87,52.06
54025,76.48,0.69,1.05,3.32,14.31,57.28
54027,77.56,0.63,1.03,3.16,13.55,52.83
54029,76.71,0.63,0.9,3.16,14.32,57.03
54031,77.67,0.63,0.96,3.08,12.47,54.13
54033,75.94,0.78,1.03,3.37,15.5,58.34
54035,77.07,0.69,0.95,3.03,13.19,57.14
54037,77.77,0.57,0.76,2.79,12.94,54.72
54039,75.61,0.7,1.04,3.75,16.05,58.82
54041,75.12,0.91,1.12,3.58,16.7,60.26
54043,73.58,1.0,1.37,4.55,18.48,63.35
54045,72.22,0.96,1.46,5.44,20.63,66.69
54049,77.18,0.65,0.8,2.93,14.09,55.37
54051,77.41,0.55,0.81,2.72,13.36,56.36
54053,75.46,0.76,1.14,3.74,16.02,59.58
54047,70.27,1.35,1.85,6.75,23.66,67.79
54055,74.06,0.93,1.22,4.78,18.09,61.18
54057,77.41,0.67,0.93,2.86,12.91,55.23
54059,71.38,1.08,1.53,5.43,21.58,69.84
54061,79.15,0.52,0.45,2.2,11.17,52.03
54063,77.13,0.71,1.05,3.4,13.98,53.51
54065,77.26,0.7,1.05,3.33,13.42,53.56
54067,75.36,0.84,1.16,3.88,15.87,59.11
54069,77.49,0.65,0.76,2.82,13.57,54.52
54071,79.34,0.57,0.83,2.48,11.29,47.99
54073,76.47,0.71,1.06,3.28,14.59,56.97
54075,76.67,0.75,1.05,3.45,13.78,56.55
54077,77.17,0.78,0.95,3.0,13.41,55.18
54079,77.41,0.6,0.94,2.74,12.56,57.08
54081,75.17,0.77,1.13,4.07,16.58,59.33
54083,76.9,0.75,0.89,3.12,13.58,57.04
54085,76.13,0.79,1.05,3.4,14.97,58.12
54087,75.34,0.82,1.17,3.83,16.33,58.69
54089,76.14,0.91,1.14,3.67,15.38,55.09
54091,77.07,0.67,0.91,2.97,14.3,55.07
54093,77.54,0.69,0.94,3.03,12.76,54.17
54095,76.6,0.66,0.92,3.08,14.15,57.96
54097,76.91,0.74,0.91,3.07,13.92,56.54
54099,75.94,0.76,1.06,3.63,15.23,58.11
54101,75.36,0.84,1.15,3.84,15.98,58.98
54103,76.42,0.7,1.0,3.09,14.44,58.32
54105,76.64,0.78,1.0,3.2,14.56,56.12
54107,76.56,0.75,0.9,3.01,14.46,57.98
54109,72.69,0.95,1.45,5.24,18.85,66.6
55001,77.77,0.65,0.96,3.06,13.16,52.12
55003,77.69,0.58,0.85,2.76,13.16,54.88
55005,79.58,0.51,0.76,2.38,10.32,49.15
55007,79.91,0.52,0.75,2.31,10.19,47.84
55009,80.59,0.52,0.61,1.84,9.32,46.88
55011,80.02,0.48,0.68,2.2,10.37,47.66
55013,79.08,0.57,0.84,2.74,11.46,48.68
55015,80.34,0.43,0.67,1.89,9.48,48.14
55017,80.14,0.51,0.77,2.15,9.75,47.54
55019,80.02,0.58,0.8,2.35,10.31,46.47
55021,79.31,0.57,0.84,2.26,10.8,50.03
55023,79.64,0.47,0.71,2.32,10.38,49.02
55025,81.15,0.49,0.49,1.8,8.68,45.32
55027,79.73,0.47,0.71,2.02,10.5,49.77
55029,80.95,0.47,0.7,2.12,8.95,44.54
55031,78.4,0.55,0.77,2.56,12.36,52.42
55033,81.16,0.41,0.5,1.99,9.31,44.25
55035,80.57,0.46,0.47,1.96,9.34,47.53
55037,79.47,0.52,0.72,2.46,10.98,48.9
55039,79.95,0.51,0.62,2.03,10.24,48.56
55041,78.28,0.62,0.91,2.82,12.47,51.43
55043,79.66,0.51,0.65,2.2,10.27,50.0
55045,80.46,0.46,0.72,2.04,9.51,46.81
55047,79.29,0.56,0.74,2.39,11.02,49.52
55049,80.17,0.47,0.75,2.15,9.94,47.46
55051,79.27,0.56,0.78,2.58,11.41,48.34
55053,78.58,0.6,0.89,2.62,11.95,51.31
55055,80.19,0.44,0.66,1.99,10.05,47.87
55057,78.06,0.62,0.94,2.8,12.73,52.49
55059,78.23,0.56,0.77,2.47,12.51,53.27
55061,81.39,0.43,0.66,1.82,9.08,43.27
55063,80.35,0.46,0.48,1.96,9.91,47.72
55065,80.72,0.46,0.73,2.08,9.2,45.27
55067,79.47,0.59,0.88,2.44,11.02,47.74
55069,79.39,0.57,0.85,2.43,10.75,49.18
55071,80.22,0.52,0.7,2.04,9.86,47.21
55073,80.62,0.48,0.7,1.99,9.4,46.07
55075,78.9,0.55,0.85,2.56,11.2,50.92
55077,78.98,0.61,0.87,2.64,12.1,48.33
55078,72.81,1.17,1.69,4.98,19.49,63.83
55079,77.66,0.83,0.74,2.95,13.83,51.85
55081,78.51,0.63,0.85,2.49,12.26,51.2
55083,79.64,0.53,0.82,2.39,10.64,48.07
55085,79.47,0.53,0.78,2.32,10.63,49.44
55087,81.06,0.46,0.59,1.66,8.82,45.95
55089,82.13,0.34,0.53,1.51,7.33,43.36
55091,80.99,0.4,0.59,1.98,9.48,44.57
55093,81.29,0.41,0.49,1.72,8.45,45.52
55095,79.76,0.54,0.87,2.33,10.49,47.45
55097,80.89,0.44,0.52,1.96,9.03,46.1
55099,79.2,0.58,0.81,2.59,11.03,49.36
55101,78.99,0.65,0.79,2.45,11.43,49.93
55103,80.63,0.48,0.7,2.18,9.74,45.09
55105,78.89,0.57,0.73,2.26,11.68,51.54
55107,78.85,0.63,0.9,2.6,11.78,49.31
55109,80.7,0.44,0.65,1.74,8.88,47.82
55111,79.62,0.58,0.8,2.39,10.64,48.14
55113,77.79,0.64,0.99,3.18,12.59,52.22
55115,79.51,0.56,0.85,2.3,10.73,48.86
55117,80.33,0.47,0.63,1.88,9.68,48.11
55119,81.54,0.48,0.7,1.91,8.88,42.0
55121,80.15,0.47,0.7,2.21,10.16,47.05
55123,80.02,0.52,0.73,2.21,10.19,47.26
55125,79.59,0.58,0.83,2.64,11.07,46.48
55127,79.57,0.47,0.59,2.28,10.47,50.19
55129,78.29,0.63,0.89,2.78,12.33,51.89
55131,81.23,0.39,0.65,1.7,8.49,45.56
55133,81.55,0.36,0.56,1.47,7.63,46.26
55135,78.03,0.56,0.89,2.44,12.21,55.2
55137,79.22,0.57,0.86,2.59,11.39,48.39
55139,80.24,0.49,0.54,1.9,10.1,47.8
55141,80.83,0.46,0.67,1.92,9.18,45.53
56001,80.54,0.48,0.52,2.14,9.53,46.27
56003,77.76,0.75,1.08,3.15,12.06,52.92
56005,77.47,0.69,0.98,2.85,11.7,57.02
56007,77.3,0.72,1.18,3.17,12.93,53.34
56009,78.77,0.59,0.86,2.64,11.1,51.27
56011,79.94,0.58,0.88,2.51,10.16,46.49
56013,75.82,0.96,1.65,4.65,14.06,54.19
56015,79.81,0.6,0.85,2.61,10.31,46.47
56017,77.09,0.84,1.15,3.38,13.51,53.03
56019,79.51,0.59,0.9,2.54,10.7,47.49
56021,78.88,0.6,0.82,2.61,11.39,50.32
56023,80.03,0.6,0.9,2.57,9.88,45.8
56025,77.65,0.67,1.04,3.13,12.56,53.37
56027,78.86,0.72,0.9,2.73,11.71,48.95
56029,80.17,0.57,0.92,2.55,9.39,45.72
56031,78.82,0.59,0.89,2.77,11.26,49.96
56033,78.4,0.64,0.91,2.86,11.68,51.43
56035,80.48,0.54,0.76,2.3,9.47,45.36
56037,77.87,0.71,1.13,3.0,11.79,53.26
56039,83.46,0.43,0.6,1.67,6.68,35.78
56041,77.38,0.78,1.09,3.19,12.87,53.41
56043,78.86,0.66,0.9,2.76,11.02,49.91
56045,78.76,0.69,0.96,3.0,11.27,48.68
