State,State Abbreviation,County,FIPS,Socioeconomic Status,Household Composition & Disability,Minority Status & Language,Housing Type & Transportation,Epidemiological Factors,Healthcare System Factors,CCVI Score
Iowa,IA,Worth,19195,0.227952881,0.629735753,0.245463228,0.077045527,0.673670805,0.778732888,0.498567
Iowa,IA,Emmet,19063,0.275390003,0.445717924,0.556192295,0.82266794,0.426934097,0.522126711,0.498249
Illinois,IL,Ford,17053,0.492836676,0.808022923,0.201846546,0.454950653,0.305635148,0.643107291,0.497931
Iowa,IA,Clinton,19045,0.29640242,0.583890481,0.168099331,0.207258835,0.99872652,0.395097103,0.497612
Iowa,IA,Lee,19111,0.463546641,0.657433938,0.225087552,0.495702006,0.835721108,0.327284304,0.497294
Oregon,OR,Crook,41013,0.694683222,0.888888889,0.41228908,0.82139446,0.142629736,0.443807705,0.496975
Tennessee,TN,Moore,47127,0.356255969,0.262336835,0.040751353,0.333014963,0.680038204,0.868194842,0.496657
Virginia,VA,Northumberland,51133,0.395415473,0.417382999,0.390321554,0.022604266,0.800700414,0.625278574,0.496339
Kansas,KS,Cherokee,20021,0.546959567,0.890162369,0.136580707,0.555555556,0.422476918,0.477554919,0.49602
Minnesota,MN,Mower,27099,0.35148042,0.624323464,0.791149316,0.644062401,0.069086278,0.695956702,0.495702
Iowa,IA,Ida,19093,0.155046164,0.662527857,0.047118752,0.654568609,0.591849729,0.678127985,0.495384
Georgia,GA,Bulloch,13031,0.784781917,0.258516396,0.615090735,0.740528494,0.071633238,0.666348297,0.495065
Virginia,VA,Buena Vista City,51530,0.671123846,0.212989494,0.11843362,0.651066539,0.461636422,0.676536135,0.494747
Iowa,IA,Shelby,19165,0.122572429,0.682903534,0.228271251,0.160776823,0.826488379,0.599172238,0.494429
Texas,TX,Hartley,48205,0.326010825,0.029290035,0.94396689,0.957338427,0.325055715,0.426934097,0.49411
Texas,TX,Stonewall,48433,0.257879656,0.797198344,0.482012098,0.76631646,0.53231455,0.374721426,0.493792
Pennsylvania,PA,Lancaster,42071,0.276663483,0.167462592,0.600445718,0.436485196,0.76313276,0.53231455,0.493473
Indiana,IN,Miami,18103,0.675262655,0.498567335,0.29353709,0.250875517,0.397325692,0.617319325,0.493155
Missouri,MO,Ste. Genevieve,29186,0.402737982,0.629099013,0.078637377,0.108245782,0.575294492,0.808978032,0.492837
Nevada,NV,Carson City,32510,0.503979624,0.819165871,0.862145813,0.801337154,0.422158548,0.064629099,0.492518
Kansas,KS,Cowley,20035,0.487742757,0.809614772,0.628780643,0.689589303,0.243553009,0.395733843,0.4922
Mississippi,MS,Jones,28067,0.730659026,0.830308819,0.592804839,0.360076409,0.561604585,0.210442534,0.491882
Texas,TX,Montgomery,48339,0.189111748,0.122572429,0.866284623,0.340019102,0.832855778,0.41228908,0.491563
West Virginia,WV,Braxton,54007,0.964660936,0.502387775,0.0614454,0.863100923,0.778732888,0.055714741,0.491245
Michigan,MI,Huron,26063,0.472461,0.584208851,0.163323782,0.58739255,0.390003184,0.635466412,0.490926
Pennsylvania,PA,Susquehanna,42115,0.461636422,0.561286215,0.199617956,0.188793378,0.41037886,0.848774276,0.490608
Arkansas,AR,Lonoke,05085,0.392868513,0.383635785,0.393823623,0.212352754,0.383317415,0.904807386,0.49029
Nebraska,NE,Dawson,31047,0.485514167,0.757720471,0.87997453,0.909582935,0.161731933,0.198981216,0.489971
Michigan,MI,Ionia,26067,0.423113658,0.29672079,0.327284304,0.722381407,0.271251194,0.872652022,0.489653
California,CA,Los Angeles,06037,0.5889844,0.079910856,0.983126393,0.6472461,0.112384591,0.4692773,0.489335
Louisiana,LA,Lafourche,22057,0.721107927,0.552371856,0.569245463,0.482330468,0.59089462,0.241324419,0.489016
Michigan,MI,Otsego,26137,0.432346387,0.617637695,0.082139446,0.611588666,0.448901624,0.625915314,0.488698
Ohio,OH,Wayne,39169,0.345749761,0.193250557,0.275071633,0.568290353,0.734479465,0.573065903,0.488379
Indiana,IN,Orange,18117,0.664119707,0.956064947,0.107290672,0.548869787,0.340337472,0.455269023,0.488061
Massachusetts,MA,Essex,25009,0.192295447,0.148042025,0.778414518,0.272206304,0.752944922,0.566061764,0.487743
Oregon,OR,Sherman,41055,0.231454951,0.678127985,0.288443171,0.536771729,0.547277937,0.563833174,0.487424
Michigan,MI,Eaton,26045,0.198981216,0.438713785,0.511302133,0.329194524,0.376313276,0.863100923,0.487106
Alaska,AK,Petersburg,02195,0.201528176,0.963069086,0.840178287,0.995224451,0.224769182,0.052849411,0.486788
Kansas,KS,Edwards,20047,0.271887934,0.569882203,0.88252149,0.313276027,0.495065266,0.342247692,0.486469
Illinois,IL,Brown,17009,0.496020376,0.040114613,0.625596944,0.840178287,0.151862464,0.956701687,0.486151
Oregon,OR,Lane,41039,0.507163324,0.355937599,0.553326966,0.724291627,0.625278574,0.307863738,0.485833
Indiana,IN,Wabash,18169,0.451766953,0.489016237,0.159821713,0.400827762,0.488379497,0.684495384,0.485514
Illinois,IL,Washington,17189,0.147405285,0.231773321,0.212034384,0.161731933,0.904170646,0.760267431,0.485196
Illinois,IL,Stephenson,17177,0.376313276,0.739891754,0.371537727,0.134670487,0.373129577,0.76758994,0.484877
Alabama,AL,Tuscaloosa,01125,0.507481694,0.111111111,0.642788921,0.207577205,0.540910538,0.666666667,0.484559
Illinois,IL,Kankakee,17091,0.421840178,0.386819484,0.643744031,0.333333333,0.542502388,0.478828399,0.484241
Missouri,MO,Randolph,29175,0.70646291,0.550780006,0.142948106,0.693728112,0.903852276,0.164915632,0.483922
Virginia,VA,Lancaster,51103,0.155682904,0.254059217,0.601719198,0.631327603,0.720152818,0.466411971,0.483604
Indiana,IN,Jasper,18073,0.35084368,0.509710283,0.324418975,0.229226361,0.503661254,0.70646291,0.483286
Missouri,MO,Madison,29123,0.664756447,0.625915314,0.127984718,0.878382681,0.262973575,0.510665393,0.482967
Kentucky,KY,Boyd,21019,0.682266794,0.836994588,0.078000637,0.570518943,0.901305317,0.137854187,0.482649
Florida,FL,Collier,12021,0.219675263,0.155682904,0.897803247,0.327921044,0.333014963,0.674307545,0.48233
Tennessee,TN,Blount,47009,0.371856097,0.277300223,0.322508755,0.136262337,0.861827443,0.553326966,0.482012
Iowa,IA,Buena Vista,19021,0.580388411,0.248010188,0.928048392,0.878701051,0.128621458,0.35179879,0.481694
Mississippi,MS,Lee,28081,0.639286851,0.565743394,0.621776504,0.607768227,0.835084368,0.042024833,0.481375
Oklahoma,OK,Logan,40083,0.336835403,0.219993633,0.502706145,0.446354664,0.935052531,0.367080548,0.481057
Kentucky,KY,Hardin,21093,0.418974849,0.627188793,0.512257243,0.240687679,0.659662528,0.4110156,0.480739
Texas,TX,Tom Green,48451,0.367717287,0.327602674,0.864692773,0.809296402,0.473734479,0.255969436,0.48042
California,CA,Butte,06007,0.607449857,0.326965934,0.775549188,0.757720471,0.05698822,0.591531359,0.480102
Virginia,VA,Newport News City,51700,0.485195798,0.356574339,0.852276345,0.363896848,0.613498886,0.238777459,0.479784
Indiana,IN,Knox,18083,0.499522445,0.663482967,0.166189112,0.727475326,0.88220312,0.212352754,0.479465
California,CA,Inyo,06027,0.331741484,0.322190385,0.864374403,0.772365489,0.159503343,0.479783508,0.479147
North Dakota,ND,Oliver,38065,0.219038523,0.806112703,0.563514804,0.072269978,0.538681948,0.564788284,0.478828
Virginia,VA,Rockingham,51165,0.299586119,0.220948742,0.52944922,0.252467367,0.601400828,0.672078956,0.47851
Arkansas,AR,Washington,05143,0.462273161,0.112384591,0.752944922,0.584208851,0.970709965,0.186246418,0.478192
Missouri,MO,Mercer,29129,0.341292582,0.76663483,0.17510347,0.671123846,0.199299586,0.768226679,0.477873
New York,NY,Oneida,36065,0.35530086,0.384272525,0.551735116,0.391276663,0.330149634,0.793696275,0.477555
Michigan,MI,Ogemaw,26129,0.778414518,0.777777778,0.144858325,0.545049347,0.618911175,0.263291945,0.477237
Texas,TX,Burnet,48053,0.348933461,0.713785419,0.807067813,0.502387775,0.337790513,0.375039796,0.476918
Iowa,IA,Harrison,19085,0.099968163,0.424705508,0.085959885,0.387456224,0.903533906,0.5858007,0.4766
Oregon,OR,Yamhill,41071,0.445399554,0.357211079,0.774912448,0.890480739,0.195160777,0.427252467,0.476281
Idaho,ID,Gem,16045,0.641197071,0.960203757,0.53199618,0.716650748,0.134033747,0.370900987,0.475963
Minnesota,MN,Koochiching,27071,0.504934734,0.743075454,0.285896211,0.827443489,0.141356256,0.593441579,0.475645
Pennsylvania,PA,Venango,42121,0.556192295,0.671760586,0.098694683,0.2944922,0.417701369,0.641197071,0.475326
Arizona,AZ,Mohave,04015,0.721744667,0.752626552,0.684495384,0.41260745,0.439987265,0.220630372,0.475008
Tennessee,TN,Cheatham,47021,0.459407832,0.245781598,0.199299586,0.132441897,0.652658389,0.803565743,0.47469
Idaho,ID,Shoshone,16079,0.82171283,0.712193569,0.41197071,0.963705826,0.17765043,0.262018465,0.474371
Nebraska,NE,Johnson,31097,0.300541229,0.573384273,0.660299268,0.803565743,0.868831582,0.06112703,0.474053
New York,NY,Schoharie,36095,0.420248329,0.58739255,0.280165552,0.5889844,0.11556829,0.93950971,0.473734
Texas,TX,Lamar,48277,0.656478828,0.916268704,0.658707418,0.387137854,0.474371219,0.188475008,0.473416
Kansas,KS,Lincoln,20105,0.277618593,0.787965616,0.028334925,0.614453996,0.70614454,0.465775231,0.473098
Maryland,MD,Caroline,24011,0.566698504,0.653613499,0.624323464,0.484559058,0.598535498,0.231454951,0.472779
Missouri,MO,DeKalb,29063,0.482012098,0.106017192,0.315186246,0.87997453,0.266157275,0.896211398,0.472461
Illinois,IL,Ogle,17141,0.35243553,0.374721426,0.52817574,0.274434893,0.203756765,0.94014645,0.472143
Kentucky,KY,Bullitt,21029,0.386501114,0.398280802,0.148042025,0.050620821,0.675581025,0.82425979,0.471824
Minnesota,MN,Martin,27091,0.17924228,0.536771729,0.200891436,0.625915314,0.817255651,0.459726202,0.471506
Texas,TX,Bowie,48037,0.565106654,0.492836676,0.748169373,0.643425661,0.643744031,0.127666348,0.471188
Arkansas,AR,Union,05139,0.756446991,0.76631646,0.700095511,0.474371219,0.29258198,0.260108246,0.470869
Georgia,GA,Bryan,13029,0.406240051,0.443489335,0.676217765,0.066220949,0.211716014,0.907991086,0.470551
Arkansas,AR,Sebastian,05131,0.614453996,0.780006367,0.752308182,0.545367717,0.432983126,0.190703598,0.470232
Oregon,OR,Jackson,41029,0.511302133,0.617319325,0.651384909,0.695638332,0.662846227,0.137535817,0.469914
Louisiana,LA,Lincoln,22061,0.717605858,0.17860554,0.677491245,0.818529131,0.769818529,0.109519261,0.469596
Pennsylvania,PA,Westmoreland,42129,0.127347978,0.23368354,0.156319643,0.135625597,0.985036613,0.700732251,0.469277
West Virginia,WV,Raleigh,54081,0.721426297,0.750397962,0.396688953,0.503024514,0.918815664,0.003183699,0.468959
Indiana,IN,Gibson,18051,0.230499841,0.562878064,0.167462592,0.761540911,0.433619866,0.658389048,0.468641
Oklahoma,OK,Pottawatomie,40125,0.641833811,0.783508437,0.618911175,0.663801337,0.494428526,0.161095193,0.468322
Kansas,KS,Franklin,20059,0.260426616,0.41037886,0.29703916,0.593441579,0.809614772,0.437440306,0.468004
Louisiana,LA,Vernon,22115,0.726520216,0.401464502,0.598853868,0.304998408,0.401464502,0.427889207,0.467685
Oregon,OR,Union,41061,0.486787647,0.635784782,0.433301496,0.917860554,0.283985992,0.398917542,0.467367
Iowa,IA,Chickasaw,19037,0.065902579,0.337153773,0.345749761,0.183699459,0.862782553,0.665393187,0.467049
Texas,TX,Potter,48375,0.619547915,0.276663483,0.949060809,0.591531359,0.480420248,0.093919134,0.46673
Georgia,GA,Lowndes,13185,0.747532633,0.138172557,0.736708055,0.564788284,0.330786374,0.463228271,0.466412
California,CA,Orange,06059,0.283667622,0.031518625,0.961158867,0.467048711,0.582298631,0.420885068,0.466094
Oklahoma,OK,Roger Mills,40129,0.668895256,0.965934416,0.429799427,0.254059217,0.631645973,0.166189112,0.465775
Oklahoma,OK,Bryan,40013,0.658070678,0.872333652,0.655523719,0.666985037,0.210124164,0.277618593,0.465457
Ohio,OH,Preble,39135,0.40910538,0.553645336,0.131805158,0.099013053,0.572110793,0.753581662,0.465138
Oregon,OR,Washington,41067,0.156001273,0.055396371,0.875198981,0.428207577,0.966889526,0.320280166,0.46482
Kentucky,KY,Grayson,21085,0.806112703,0.745304043,0.121935689,0.323463865,0.510028653,0.398280802,0.464502
Florida,FL,Volusia,12127,0.456542502,0.395733843,0.666666667,0.161095193,0.484559058,0.508436804,0.464183
Pennsylvania,PA,Clarion,42031,0.599808978,0.315186246,0.193887297,0.758675581,0.244508118,0.691181152,0.463865
Ohio,OH,Knox,39083,0.450811843,0.290035021,0.210442534,0.190703598,0.858007004,0.501751035,0.463547
Indiana,IN,Carroll,18015,0.307545368,0.397644062,0.191340337,0.109837631,0.865329513,0.572110793,0.463228
Colorado,CO,Phillips,08095,0.142311366,0.171919771,0.830627189,0.918497294,0.900350207,0.11716014,0.46291
Missouri,MO,Taney,29213,0.681948424,0.718879338,0.369945877,0.949060809,0.357211079,0.226679401,0.462592
Florida,FL,Pinellas,12103,0.310092327,0.204393505,0.720789557,0.580070041,0.504616364,0.47055078,0.462273
South Dakota,SD,Aurora,46003,0.106335562,0.915631964,0.70837313,0.595988539,0.389048074,0.386819484,0.461955
Virginia,VA,Tazewell,51185,0.781279847,0.549824897,0.11811525,0.501114295,0.620184655,0.343521172,0.461636
Alabama,AL,Shelby,01117,0.101560013,0.078319007,0.621139764,0.021012416,0.893346068,0.926774912,0.461318
New York,NY,Chemung,36015,0.312320917,0.570200573,0.304680038,0.211716014,0.499204075,0.709646609,0.461
Oregon,OR,Wheeler,41069,0.761540911,0.401146132,0.171283031,0.742120344,0.399872652,0.458134352,0.460681
Ohio,OH,Shelby,39149,0.23814072,0.370900987,0.239095829,0.231773321,0.878382681,0.543457498,0.460363
South Carolina,SC,Lancaster,45057,0.446991404,0.300541229,0.64629099,0.191340337,0.744348933,0.364215218,0.460045
Georgia,GA,Greene,13133,0.559375995,0.437758676,0.715058898,0.392550143,0.035975804,0.740210124,0.459726
Ohio,OH,Morrow,39117,0.35370901,0.348615091,0.072588348,0.552371856,0.463228271,0.812161732,0.459408
Tennessee,TN,Franklin,47051,0.480738618,0.631009233,0.423750398,0.191658707,0.805794333,0.303088188,0.459089
Oklahoma,OK,Grant,40053,0.203756765,0.963705826,0.345431391,0.05889844,0.660617638,0.481693728,0.458771
Ohio,OH,Ottawa,39123,0.225405922,0.425342248,0.17637695,0.208850684,0.64788284,0.742757084,0.458453
Michigan,MI,Iron,26071,0.503661254,0.440305635,0.108245782,0.596625279,0.595033429,0.482012098,0.458134
Kansas,KS,Barber,20007,0.218720153,0.88379497,0.421521808,0.817574021,0.551098376,0.29544731,0.457816
Texas,TX,Guadalupe,48187,0.204711875,0.29258198,0.898439987,0.097102833,0.363578478,0.612862146,0.457498
Indiana,IN,Elkhart,18039,0.53104107,0.454313913,0.779369628,0.622094874,0.346386501,0.339063992,0.457179
Georgia,GA,Fulton,13121,0.260744986,0.102196753,0.863737663,0.249920408,0.983126393,0.256287806,0.456861
Ohio,OH,Fayette,39047,0.683221904,0.892390958,0.259789876,0.1747851,0.329831264,0.517351162,0.456543
West Virginia,WV,Greenbrier,54025,0.743712194,0.694364852,0.1747851,0.735116205,0.926774912,0.004138809,0.456224
New Jersey,NJ,Salem,34033,0.375358166,0.363260108,0.669213626,0.266794015,0.784463547,0.307545368,0.455906
Colorado,CO,Baca,08009,0.523081821,0.870105062,0.733524355,0.888570519,0.079592486,0.35084368,0.455587
Kansas,KS,Washington,20201,0.286214581,0.480420248,0.286851321,0.504297994,0.886660299,0.35466412,0.455269
Utah,UT,Garfield,49017,0.47086915,0.513849093,0.437121936,0.743075454,0.619866285,0.282075772,0.454951
Georgia,GA,Pickens,13227,0.464820121,0.23718561,0.276663483,0.493155046,0.421521808,0.739573384,0.454632
South Carolina,SC,Union,45087,0.833492518,0.909901305,0.515440942,0.804839223,0.289716651,0.133715377,0.454314
Virginia,VA,Madison,51113,0.349251831,0.1779688,0.453358803,0.773002229,0.252785737,0.812798472,0.453996
Michigan,MI,Chippewa,26033,0.692773002,0.486787647,0.582935371,0.384590895,0.094555874,0.674625915,0.453677
South Carolina,SC,Georgetown,45043,0.563514804,0.525947151,0.668576886,0.389684814,0.794333015,0.111429481,0.453359
New York,NY,Broome,36007,0.438077046,0.318688316,0.545049347,0.341610952,0.290035021,0.726201847,0.45304
Ohio,OH,Guernsey,39059,0.760585801,0.800700414,0.080865966,0.546004457,0.583890481,0.281120662,0.452722
Georgia,GA,Harris,13145,0.226361032,0.490289717,0.401146132,0.196434257,0.397007323,0.88220312,0.452404
South Dakota,SD,Marshall,46091,0.055396371,0.82171283,0.678446355,0.7669532,0.780961477,0.159184973,0.452085
North Carolina,NC,Orange,37135,0.139127666,0.038841133,0.830945559,0.523081821,0.447628144,0.76536135,0.451767
New Jersey,NJ,Union,34039,0.313276027,0.100923273,0.956064947,0.288443171,0.514804202,0.396370583,0.451449
Indiana,IN,LaGrange,18087,0.425660618,0.147405285,0.574021012,0.727793696,0.35434575,0.58930277,0.45113
Mississippi,MS,Clarke,28023,0.8802929,0.911174785,0.425978988,0.051894301,0.087233365,0.630690863,0.450812
Kentucky,KY,Christian,21047,0.710920089,0.70709965,0.655842089,0.435211716,0.17446673,0.400509392,0.450493
Texas,TX,Howard,48227,0.722699777,0.441579115,0.909264565,0.577204712,0.089780325,0.327602674,0.450175
South Dakota,SD,Turner,46125,0.113658071,0.70359758,0.310092327,0.540910538,0.857051894,0.364533588,0.449857
Tennessee,TN,Sumner,47165,0.196115887,0.290671761,0.473734479,0.065584209,0.76281439,0.668258516,0.449538
New York,NY,Schenectady,36093,0.304680038,0.17574021,0.653295129,0.180515759,0.568927093,0.622413244,0.44922
Missouri,MO,Newton,29145,0.443170965,0.475963069,0.46959567,0.53008596,0.515759312,0.439032155,0.448902
Tennessee,TN,Wilson,47189,0.125437759,0.201528176,0.504616364,0.099649793,0.777459408,0.779051258,0.448583
Florida,FL,Martin,12085,0.184972939,0.210124164,0.627825533,0.284304362,0.810888252,0.52913085,0.448265
Minnesota,MN,Clearwater,27029,0.768863419,0.88092964,0.407195161,0.915631964,0.143266476,0.269022604,0.447947
Virginia,VA,Culpeper,51047,0.330468004,0.216173193,0.76185928,0.380133715,0.217446673,0.729703916,0.447628
Iowa,IA,Muscatine,19139,0.226997771,0.265520535,0.736071315,0.408150271,0.278892073,0.686405603,0.44731
Pennsylvania,PA,Huntingdon,42061,0.563833174,0.402419612,0.263610315,0.557465775,0.209805794,0.736389685,0.446991
Colorado,CO,Cheyenne,08017,0.604902897,0.243553009,0.759312321,0.381407195,0.540592168,0.305316778,0.446673
West Virginia,WV,Webster,54101,0.965934416,0.896211398,0.00031837,0.532951289,0.678127985,0.11493155,0.446355
Colorado,CO,Fremont,08043,0.453677173,0.775230818,0.475963069,0.576886342,0.613817256,0.337790513,0.446036
Pennsylvania,PA,Lebanon,42075,0.356892709,0.347341611,0.575294492,0.300222859,0.59057625,0.47150589,0.445718
Montana,MT,Mineral,30061,0.662527857,0.968799745,0.063673989,0.833492518,0.739891754,0.010824578,0.4454
Michigan,MI,Charlevoix,26029,0.17542184,0.368354027,0.181470869,0.304680038,0.609041706,0.787647246,0.445081
Illinois,IL,Wayne,17191,0.420566699,0.804520853,0.289716651,0.64947469,0.53135944,0.359121299,0.444763
Michigan,MI,Benzie,26019,0.280165552,0.437121936,0.190385228,0.153454314,0.562559694,0.808022923,0.444444
Oklahoma,OK,Washington,40147,0.318051576,0.679719834,0.606494747,0.303724928,0.961795606,0.11620503,0.444126
Mississippi,MS,Prentiss,28117,0.891754218,0.859917224,0.2944922,0.613817256,0.566061764,0.105380452,0.443808
Minnesota,MN,Fillmore,27045,0.166825852,0.382999045,0.334288443,0.906399236,0.400191022,0.571474053,0.443489
Tennessee,TN,Fayette,47047,0.476281439,0.35052531,0.546322827,0.095510984,0.312002547,0.801655524,0.443171
Kansas,KS,Gray,20069,0.254059217,0.184654569,0.774275708,0.695001592,0.248010188,0.598853868,0.442853
New Mexico,NM,Quay,35037,0.82234957,0.70678128,0.814708691,0.17510347,0.314549507,0.208213945,0.442534
Louisiana,LA,Ouachita,22073,0.603311047,0.429162687,0.52658389,0.392868513,0.951289398,0.082776186,0.442216
Michigan,MI,Clinton,26037,0.085959885,0.165234002,0.322827125,0.044890162,0.974212034,0.840178287,0.441897
Wisconsin,WI,Grant,55043,0.278892073,0.131486788,0.165234002,0.70391595,0.70487106,0.603311047,0.441579
West Virginia,WV,Ritchie,54085,0.829990449,0.776822668,0.05762496,0.136580707,0.933142311,0.164278892,0.441261
Oklahoma,OK,Garfield,40047,0.441260745,0.70741802,0.718879338,0.595351799,0.711238459,0.048392232,0.440942
Missouri,MO,Moniteau,29135,0.659025788,0.17892391,0.421203438,0.554600446,0.203120025,0.743712194,0.440624
Oklahoma,OK,Wagoner,40145,0.359439669,0.567653613,0.693409742,0.110156001,0.317096466,0.583890481,0.440306
Iowa,IA,Hancock,19081,0.069086278,0.265202165,0.348296721,0.434574976,0.841451767,0.567653613,0.439987
Georgia,GA,White,13311,0.508118434,0.331423114,0.302769819,0.131486788,0.357529449,0.909264565,0.439669
Kansas,KS,Cheyenne,20023,0.126074499,0.828398599,0.536134989,0.309137217,0.543139128,0.466730341,0.439351
Illinois,IL,Coles,17029,0.537408469,0.268067494,0.246099968,0.684177014,0.17637695,0.861509074,0.439032
Ohio,OH,Trumbull,39155,0.457497612,0.427252467,0.314867876,0.11556829,0.841133397,0.441897485,0.438714
Idaho,ID,Power,16077,0.510347023,0.668258516,0.921044253,0.754855142,0.030245145,0.344794651,0.438395
Kentucky,KY,Mason,21161,0.595670169,0.64501751,0.375358166,0.29194524,0.932505571,0.135307227,0.438077
South Carolina,SC,Spartanburg,45083,0.542820758,0.404648201,0.754218402,0.427570837,0.546959567,0.244189748,0.437759
Ohio,OH,Huron,39077,0.494110156,0.58675581,0.400827762,0.297994269,0.434256606,0.513212353,0.43744
Oregon,OR,Josephine,41033,0.685450493,0.698185291,0.338108883,0.723018147,0.279210443,0.394460363,0.437122
Texas,TX,Ellis,48139,0.257561286,0.213626234,0.890799109,0.142948106,0.194842407,0.738936644,0.436804
Pennsylvania,PA,Elk,42047,0.198344476,0.473734479,0.048392232,0.127029608,0.64915632,0.866921363,0.436485
Maryland,MD,Dorchester,24019,0.58771092,0.7086915,0.785737026,0.542502388,0.338745622,0.214262974,0.436167
Texas,TX,Kerr,48265,0.419293219,0.76536135,0.819802611,0.846545686,0.320280166,0.143584846,0.435848
Florida,FL,Santa Rosa,12113,0.274116523,0.363896848,0.494746896,0.156638013,0.324100605,0.920725883,0.43553
Michigan,MI,Lenawee,26091,0.357211079,0.46895893,0.451766953,0.224132442,0.336517033,0.768863419,0.435212
Virginia,VA,Louisa,51109,0.524673671,0.367717287,0.637058262,0.101878383,0.180197389,0.802929004,0.434893
New York,NY,Otsego,36077,0.446036294,0.164915632,0.368035657,0.643107291,0.475007959,0.58802929,0.434575
Missouri,MO,Henry,29083,0.720789557,0.877745941,0.164278892,0.577523082,0.271887934,0.421840178,0.434257
Ohio,OH,Brown,39015,0.607768227,0.611588666,0.065902579,0.418019739,0.149315505,0.851321235,0.433938
Oklahoma,OK,Osage,40113,0.64756447,0.739573384,0.506844954,0.565743394,0.240369309,0.382362305,0.43362
Kentucky,KY,Harrison,21097,0.689270933,0.653931869,0.073861827,0.340337472,0.917542184,0.193250557,0.433301
Michigan,MI,Ontonagon,26131,0.608404967,0.220312003,0.141037886,0.563196434,0.697230181,0.451130213,0.432983
Georgia,GA,Lumpkin,13187,0.610951926,0.194524037,0.47214263,0.266475645,0.172556511,0.921999363,0.432665
California,CA,Yolo,06113,0.455587393,0.05953518,0.944921999,0.733205985,0.019738937,0.682266794,0.432346
Oregon,OR,Klamath,41035,0.720471188,0.740528494,0.597262018,0.843361987,0.127347978,0.299586119,0.432028
Illinois,IL,De Witt,17039,0.35211716,0.240687679,0.2330468,0.090098695,0.562878064,0.921680993,0.43171
Colorado,CO,Delta,08029,0.644062401,0.579751671,0.561922954,0.811843362,0.460362942,0.17701369,0.431391
Minnesota,MN,Pine,27115,0.500477555,0.518306272,0.343839542,0.831900669,0.076727157,0.723973257,0.431073
Illinois,IL,Grundy,17063,0.166189112,0.080865966,0.482967208,0.070678128,0.76249602,0.905762496,0.430755
Oklahoma,OK,Blaine,40011,0.441579115,0.716332378,0.757083731,0.414836039,0.58643744,0.139764406,0.430436
Illinois,IL,DeKalb,17037,0.380133715,0.098057943,0.641515441,0.173511621,0.368035657,0.898439987,0.430118
Iowa,IA,Jackson,19097,0.257242916,0.387774594,0.016236867,0.17828717,0.629735753,0.900350207,0.429799
Illinois,IL,McLean,17113,0.105698822,0.035020694,0.541547278,0.215218083,0.929958612,0.687042343,0.429481
Nebraska,NE,Sheridan,31161,0.329512894,0.909264565,0.446036294,0.978032474,0.518943012,0.05635148,0.429163
Missouri,MO,Jackson,29095,0.316459726,0.317096466,0.714422159,0.11811525,0.874880611,0.29353709,0.428844
Indiana,IN,Adams,18001,0.549824897,0.276026743,0.320598535,0.661254378,0.319961796,0.572429163,0.428526
Pennsylvania,PA,Indiana,42063,0.542184018,0.191977077,0.284622732,0.658070678,0.259789876,0.756446991,0.428208
Colorado,CO,Saguache,08109,0.756765361,0.368035657,0.896848138,0.744348933,0.039477873,0.346704871,0.427889
West Virginia,WV,Tucker,54093,0.664438077,0.637376632,0.016555237,0.672715696,0.975485514,0.093600764,0.427571
Georgia,GA,Henry,13151,0.406558421,0.238459089,0.840815027,0.020057307,0.280802292,0.786055396,0.427252
Missouri,MO,Putnam,29171,0.569882203,0.971028335,0.243234639,0.248965298,0.23782235,0.484877428,0.426934
Iowa,IA,Butler,19023,0.139446036,0.241642789,0.054441261,0.219993633,0.810569882,0.772047119,0.426616
Indiana,IN,Wayne,18177,0.595988539,0.794333015,0.361349889,0.444126074,0.607768227,0.226042662,0.426297
Mississippi,MS,Greene,28041,0.924227953,0.103788602,0.356892709,0.918815664,0.027698185,0.701368991,0.425979
Kansas,KS,Rawlins,20153,0.05794333,0.544412607,0.624005094,0.581343521,0.581025151,0.446354664,0.425661
Texas,TX,Irion,48235,0.426297358,0.619229545,0.375039796,0.010824578,0.526265521,0.725883477,0.425342
Missouri,MO,Howard,29089,0.52849411,0.725246737,0.317096466,0.628143903,0.052531041,0.752308182,0.425024
Kentucky,KY,Scott,21209,0.241324419,0.241006049,0.462273161,0.17382999,0.674944285,0.592168099,0.424706
Pennsylvania,PA,Adams,42001,0.278255333,0.23814072,0.459407832,0.183381089,0.513530723,0.748169373,0.424387
West Virginia,WV,Berkeley,54003,0.490608087,0.519898122,0.499840815,0.398280802,0.985991722,0.039477873,0.424069
Pennsylvania,PA,Cambria,42021,0.462591531,0.507163324,0.142629736,0.368990767,0.669531996,0.448264884,0.42375
New Jersey,NJ,Gloucester,34015,0.143584846,0.120662209,0.617000955,0.047118752,0.695001592,0.815982171,0.423432
California,CA,Calaveras,06009,0.361668259,0.639286851,0.547914677,0.126074499,0.230181471,0.680356574,0.423114
Michigan,MI,Mecosta,26107,0.666985037,0.320598535,0.151225724,0.680993314,0.140082776,0.755810252,0.422795
Kansas,KS,Osage,20139,0.422795288,0.816937281,0.203438395,0.35084368,0.226679401,0.631327603,0.422477
Nebraska,NE,Clay,31035,0.288124801,0.690544413,0.505253104,0.281120662,0.874562241,0.201846546,0.422159
Indiana,IN,Grant,18053,0.719197708,0.723654887,0.260108246,0.272843044,0.735116205,0.189748488,0.42184
